"Speaker Name","Start Time","End Time","Text"
"James Somerton","01:11:28:04","01:12:07:14","Yes, there was an emperor to whom these nobles swore fealty, but it couldn't have been easy appeasing all of these rivals. The Nazis wanted more consolidation of power, so even there, the promise of reconstructing the Empire was misleading. These promises were an idea that presented feelings of greatness but were divorced from the historic context. Similarly, how American conservatives and Republicans chronically pine over the 1950s is presenting this kind of white, dominant, simple living, gender conformist, esthetic you'd get from Norman Rockwell paintings while dancing around the fact that the highest tax bracket at the time was set at 90% and someone working retail could buy a house for a single income family."
"James Somerton","01:12:07:19","01:12:27:15","Again, when it comes to nostalgia, enforcing selective ignorance is part of the game because you want people to remember the good times as a frame of reference for what you a politician can bring to the table. But when you offer change, there is the question of into what will we change? Change in progress is an easy pick for people who live under the boot."
"James Somerton","01:12:28:04","01:12:52:09","If you want things to get better, the only way for that to happen is change. But for people who believe that they're doing fine, change is scary. Even though when we talk about taxing the rich, we're not talking about you and your $200,000 a year salary and your McMansion. And this is especially true for a group of people who can be convinced that they were once fine but have fallen upon hard times thanks to whatever scapegoat is hot in media discussion."
"James Somerton","01:12:52:14","01:13:15:22","Hey, you were all doing great and America was doing great. But then all those gender identities showed up and now America sucks. Yes, an expanded understanding of gender and gender identity coincides with the recent collapse of the American economy. That's called a coincidence. Unbeknownst to most people, conservatism is a tool to consolidate power. Conservatism is not to conserve."
"James Somerton","01:13:15:23","01:13:36:15","The good things in life. Because when it comes to the use of conservative politics, the last thing they want is to return to a wealth distribution as it existed under the tenets of the New Deal. They need their voting base to remain angry and disgruntled enough to believe that the root of all evil is immigrants or queer people or feminism so that their votes will ignore the ways that their politicians hurt them."
"James Somerton","01:13:36:22","01:14:02:08","Oftentimes, this politically nostalgic process is much more subtle. Though Reagan's famous Morning in America campaign ad never explicitly talks about going back. It the notion that America is doing great and that they need to preserve this though with the likes of Trump, this messaging is far more overt. Specifically, his infamous slogan, Make America Great Again, not make America the best it can be today or tomorrow."
"James Somerton","01:14:02:11","01:14:24:22","Instead, make America reprise a kind of greatness is said to have existed in the past. And unlike other political campaigns, Trump brilliantly, though absolutely unintentionally, does not evoke any kind imagery of what prior greatness we are calling back to. Instead of picking a specific era, he leaves it up to each of his supporters and their own particular idea of American greatness."
"James Somerton","01:14:25:06","01:14:50:01","This culminates in a vague cloud of gender archetypes and cultural sensibilities, which are all too indiscernible to really be aware of. And this process of groupthink develops a vision of America by a committee of voters, an America that only was ever meant to exist in the imagination. But hey, it worked, and it will keep working. In fact, this sentiment was so successful that it has even managed to skew perceptions of progressivism."
"James Somerton","01:14:50:06","01:15:14:16","People who occupy a moderate or centrist political space are becoming increasingly by just how many rights they have to fight for. They see a life or death struggle of certain people and decry it as a distraction from what the real issues are. When an interviewer asked Hillary Clinton, Democrats seem to be going out of their way to lose elections by elevating activist causes, notably the transgender debate, which are relevant only to a small minority."
"James Somerton","01:15:14:18","01:15:36:10","What sense does it make to depict J.K. Rowling as a fascist, which, first of all, is a loaded question. Just write a can think piece instead of using a Clinton interview to prop yourself up on a soapbox, however. Hillary Clinton responded, We are standing on the precipice of losing our democracy and everything that everybody else cares about then goes out the window."
"James Somerton","01:15:37:02","01:15:53:16","Look, the most important thing is to win the next election. The alternative is so frightening that whatever does not help you win should not be a priority. Okay, so if the whole of the left needs to make their sole purpose winnings or the bad guys don't make it worse, then what's the point of getting elected in the first place?"
"James Somerton","01:15:54:07","01:16:13:04","What are we going to bring to the table, aside from keeping Republicans away from it? Never mind that the only Democrats losing are centrists who campaigned on moderation and mediocrity. Progressive. When they get past the Democratic Party, roadblocks tend to win their elections. We were told growing up, the Democrats are the party you vote for if you want to protect vulnerable people."
"James Somerton","01:16:13:16","01:16:35:12","That's what they pushed. And now, apparently there is this sentiment among the Democrats that even that's passé, that the Republicans are just too strong or that the establishment Democrats are too spineless to fight for the people we've been siphoning votes out of for decades, and that the best they can do is just stop it from getting worse, Making it worse?"
"James Somerton","01:16:35:13","01:16:57:09","How could it be worse? Rampant police violence, ongoing use of the trans panic defense, regressive book banning laws targeting people of color and queer creators, and the loss of federal protections for abortion services, including forcing women to carry stillborn children before term. And all of this is happening while the Democrats control three out of the three branches of the federal government."
"James Somerton","01:16:57:11","01:17:26:03","What needs to happen for Democrats to even be competent at stopping the other guys from winning? And yes, things can always get worse. But who's going to be left to vote blue as the party platform procedurally forgets its voter base? And what's going to be left on the Democratic platform after that? Tax breaks, but not quite as much as the Republicans deregulation, but not quite as much as the Republicans."
"James Somerton","01:17:26:08","01:18:03:12","Harkening back to Clinton's sentiments. The objective of the Democrats being stop things from getting worse itself is conservatism. We need to conserve what is good and stop what's bad. We don't need progress. We need to make sure things back to a comfortable time. Nostalgia, but not quite as radical as the Republicans. And in the illusion that political choices boil down to picking one of two candidates, American society polarizes not on how to move forward, but what version of the past to which we must regress."
"James Somerton","01:18:03:20","01:18:28:16","And so because political leaders are clamoring for regression, many people who want to fight for progress are seen as a distraction. Persecuted Group A gets mad because Group B is taking the discussion away from them. People from Group C are most at risk, but subgroup B to claim that their needs aren't as important because they're a small demographic and people who want to fight all these things at the same time are decried as traitors by all parties."
"James Somerton","01:18:28:17","01:18:47:18","People left of center long for the good old days of the nineties or 2000 before the BLM stuff, and this gender woke stuff harkening to an imaginary period of Clinton or Obama presidencies where everyone just got along. There are people who are so gaslit from this that they just reject nostalgia wherever it may appear, either in media or political discourse."
"James Somerton","01:18:47:23","01:19:17:18","There's this knee jerk reaction to anything that may even slightly indicate that the past must be revisited, because even when it comes to frivolous depictions of nostalgia, that statement alone carries a great deal of baggage among people for whom their memories of the nineties are not focused around Ace of Base. But surely we're not at the point in society where every piece of media, whether it's fiction or not, needs to be developed for the sole purpose of raising the alarm to the regressive tide sweeping across the world, spilling disaster on a socio political, economic and apocalyptic scale."
"James Somerton","01:19:17:18","01:20:04:14","Right. Right. Shit as a feeling and as a word with a definition. Nostalgia is relatively neutral, if not entirely inescapable. It's reflexive I've triggered something that you can't really control. But as it is now often used to describe almost predatory tactics used in media and politics, it's hard to really gauge the use of nostalgia because in spite of the many ways that nostalgia in media can be tied to racism, misogyny and bigotry in general, I don't feel that media that allows you to relive the past is entirely invalid."
"James Somerton","01:20:04:19","01:20:21:13","I feel as if the fact that nostalgia itself is such a divisive tactic is indicative of the way that it is controlling our society. Whether you love to see it or if you avoid it. The prevalence of nostalgia, both in media and discussion of this media show me that we are a culture that is stuck in the past."
"James Somerton","01:20:21:13","01:20:48:09","Even if we have conflicts over how the past ought to be depicted. Because while it is important to recognize the tragic and unjust elements of the past, it's also important to be aware of what was good about the past to an entirely pessimistic and bleak depiction of the past leads us to similar problems. In the instance of queer culture, this is especially true I find some within the community and allies to put down their arms in certain situations."
"James Somerton","01:20:48:09","01:21:11:04","They see the progress that is made and feel that things are progressing towards equal treatment at an alarming rate. What work needs to be done when things are so much better than they were 20 years ago? It's hard to help these people compartmentalize progress and realize that rights are not a monolith. And while rights may be progressing in some areas, they are regressing in others to say nothing of the values within the queer community itself."
"James Somerton","01:21:11:09","01:21:41:01","The situation of our equal treatment is kind of all over the place, but the way rights progression is framed in media discussion, it makes it seem like everything is coming up roses compared to what it used to be. This is a struggle because, hey, even if things are better, that doesn't mean things are safe or comfortable BE Our rights and community needs are an evolving, shifting landscape that's largely reactionary to political and social movements within the hegemony and sea."
"James Somerton","01:21:41:18","01:22:13:10","While certain areas of the queer experience are improving, others are stagnating, if not regressing. Rights for some, not for all, is a double edged sword that has splintered the queer community and soured inter-community relations with other social groups. As a for instance, the Black Panther Party used to run security detail for early pride demonstrations, but a schism developed in the nineties when the Clinton campaign of the 91 primary latched on to a very white depiction of gay men and women as their poster children for gay rights."
"James Somerton","01:22:13:20","01:22:37:19","It didn't help that gay leaders at the time really leaned in to this whitewashing and what we got out of it was the Defense of Marriage Act and Don't ask, Don't Tell, which destroyed the lives of countless gay people who were victims of predatory recruitment tactics. And if they managed to survive getting shot at and blown up in Iraq and Afghanistan were dishonorably discharged, losing their pensions just as their tour of service was coming to a close."
"James Somerton","01:22:38:01","01:22:59:09","The lesson we should have learned was to not trust political bodies, to pit us against each other, to play who's the most moderate among us. But a blanket description of things are better than they were. Doesn't take this nuance into account. It sees the forward facing rights, battle and views progress based on a reference of what things were rather than what things need to be."
"James Somerton","01:22:59:19","01:23:26:00","We are told we should just slow down and appreciate the rights we already have or else we won't make any friends. A natural response of Anger to obvious systemic injustice is met with indifference and annoyance. Why say things could be better when we can just say things could be worse and let everyone live their lives? Tone policing is a tactic frequently used against marginalized communities."
"James Somerton","01:23:26:11","01:23:51:00","The privileged, who do not necessarily need to get angry over anything, dismiss whatever we have to say because we are not saying it in a way that makes them feel comfortable and God forbid they feel uncomfortable. What they don't see is how much of our lives we have spent attempting to do exactly what they said we should do engage in debate with civility, come to the table with our hands folded, and follow the proper channels to go about change."
"James Somerton","01:23:51:10","01:24:12:09","And because the greater body of the population does not see us do that, because we are roundly ignored when we do, all they see is us getting passionately angry and assume this is an automatic first response. What they see and what the media depicts us as a raving lunatics who can't control their temper and that people who can't control their emotions may not deserve rights."
"James Somerton","01:24:14:05","01:24:24:09","Because in the political climate of today, like in the past, some who call themselves allies would really like to go back to an era where we go to our graves silently."
"James Somerton","01:24:40:06","01:25:03:10","Perhaps rather than a tool or device the creators and producers use to develop media. Nostalgia has a clearer use as a tool we use to analyze that media instead of presuming direct intent on the creators behalf to moralize the nostalgic depictions. We can pinpoint the ways which a creator is framing the past as a whole. What message is the Creator trying to convey about the past?"
"James Somerton","01:25:03:15","01:25:33:00","What elements are they overlooking in order to favor others? Is there any textual evidence to indicate that they are deliberately favoring certain details, or is this incidental? And are there any influencing factors like a publisher or studio that may be encouraging a creator to project these messages? In the end, nostalgia isn't a good or a bad thing. It's just a thing, a strange thing, because it's an emotional feeling for a time that never really existed."
"James Somerton","01:25:33:16","01:25:57:00","A phantom that clouds our memory with rose goggles, a defense mechanism that assures us that surely times weren't always this bad. Once upon a time, things were great. But there's a danger in that because it makes us think that we can make things great again. But what we remember are the good things, because our minds have a habit of sanitizing the bad."
"James Somerton","01:25:58:05","01:26:41:00","Like I said, it's a defense mechanism we paint over the rot and cracks of the past. So it looks nice. But that's really all we're doing, painting over it so that we can forget about it. But it's not really gone. It's still there, spreading ever while we pretend it doesn't exist. So being nostalgic for the good old days is fine, but looking at those days uncritically and wanting to go back to them anyway basically means we want to return to the uncomplicated lives we had as children when things were simpler and less messy, when politics didn't exist for us, when our biggest worries were about math tests and hanging out with our friends."
"James Somerton","01:26:41:08","01:27:08:21","But we can't go back to being children, and many of us don't have such fond, uncomplicated memories of childhood because our childhoods weren't these Rockwell esque picture scapes of kids on bikes in small towns. Some of our childhoods, like the kids on Stranger Things, have trauma connected with them. Abusive families bullying and the absolute terror of being rejected by everyone because of who we are."
"James Somerton","01:27:10:12","01:27:33:00","We remember the good times, but we're seldom allowed to forget the bad because the bad times shaped us into who we are now, because we lived through the upside down of childhood trauma and made it out other side. We were lucky enough not to get lost in that dark place. So now we don't want anyone to ever, ever even have to enter it again."
"James Somerton","01:27:33:14","01:27:56:01","We do what we can to keep people aware of the darkness. And by doing so, we're accused of forcing politics into things others don't see as political because their uncomplicated nostalgia allows them to see it as apolitical. But we can't bend to their whims. We can't let nostalgic memory loss take over our minds. We should be nostalgic for the good times."
"James Somerton","01:27:56:01","01:28:18:11","Yes, because we all deserve a momentary escape. But we can't let that nostalgia erase our memories of the bad times, the bad things that have defined our lives just as much as the good. Because if we don't remember the bad, if we don't remember those battles and how we won, how will we ever win the battles that have yet to come?"
"James Somerton","01:28:20:06","01:30:07:02","Because they are coming and we need to be ready for them as."
