"Speaker Name","Start Time","End Time","Text"
"James Somerton","01:13:27:18","01:13:49:11","The first message sent from it went to Cobra at Cobra video dot com, an account used by coaches. The sender introduced himself as Danny Moylan and said would like to model happy face coaches invited him to come visit. The next evening, as coaches was speaking on the phone to his attorney in California, Danny Moylan, arrived. The director said that he had to go and he sounded on top of the world."
"James Somerton","01:13:50:03","01:14:15:00","Less than 2 hours later, Coach's was dead. Stabbed 28 times. His throat had been slashed and his house set on fire. He was only identifiable by dental records. The next day, Quadri called Lockhart go to the WNBA website, Quadra said, referring to the ABC affiliate in nearby Scranton, which was reporting on the murder of Bryan. Coaches. Shawn, change The channel dropped the phone and threw up."
"James Somerton","01:14:15:08","01:14:35:03","It didn't take long for police to zero in on Quadra. Finding pictures of him on coach's hard drive. But they needed more than just pictures and some chat history. Meanwhile, Quadra and Caracas were using their newfound infamy as suspected killers to improve their business prospects. They promoted their start up film studio on gay porn gossip sites that ferociously debated the murder."
"James Somerton","01:14:35:08","01:14:58:17","Quadrant Caracas also made it a point to keep in touch with their potential business partners. At 10:14 a.m. on March 3rd, Grant Roy received an email. Hey, Grant, it's Harlow. So when are we going to start filming? You Know we had an agreement. 3 minutes later, Roy received a more ominous message. Don't fuck with us. To cement their deal, Quadra and Caracas to San Diego for another meeting."
"James Somerton","01:14:59:00","01:15:17:20","By now, however, Roy and Lockhart were cooperating with the police. They had come under intense suspicion after coaches was killed, and they wanted to clear their names. So both agreed to wear a wire when they met with Quadri in Caracas on April 27th as a police helicopter word nearby. The foursome reunited over lunch at the Crab Catcher restaurant in Lahore."
"James Somerton","01:15:17:20","01:15:45:17","Le Roy asked Quadri if Brian coaches had felt any pain when he died. Don't worry, Quadra said, leaning over to Lockhart. He went quick. The four men agreed to meet again. The day at Black's Beach, a clothing optional spot north of San Diego. Quatre seemed to think that no clothes would mean no wires, promising to tell Lockhart and Roy everything when they were on the beach nude, apparently unaware of how small recording devices had become at the beach, the talk eventually turned to the day Coach's was murdered."
"Speaker 2","01:15:46:03","01:15:58:05","They were trying for, you know, some form of confession, but really, when it came down to it, it was more they knew so much about what they'd done that that was standing out."
"James Somerton","01:15:58:12","01:16:21:05","On May 15th, four months after the killing, Carlo Quadra and Joseph Caracas were arrested in Virginia Beach and charged with homicide, robbery and, arson. After Lockhart testified, both were found guilty and sentenced to life in prison without the possibility of parole. Lockhart and Roy eventually broke up with Shawn going on to have an extensive career in gay porn, as well as in some mainstream movies."
"James Somerton","01:16:21:13","01:16:41:02","The whole ordeal was made into a movie starring James Franco and former Disney star Garrett Clayton in 2016, though the accuracy of its portrayal is questionable at best. Since then, Shawn has pulled back from the spotlight, preferring a more private. He prefers to not talk about Brian coaches or Harlow Quadra."
"James Somerton","01:16:53:05","01:17:13:10","Within months of the Brian Koch's murder and the porn world was rocked with another gut punch. The streaming video software they had helped to create in the late nineties was coming back to haunt them. The launch of Pornhub Gqom, inspired by the still young YouTube Pornhub was a site designed to allow aspiring porn performers and horny amateurs to post videos online for the world to see."
"James Somerton","01:17:13:15","01:17:34:08","Within weeks of the site's launch, people were already uploading videos from Shawn Cody Corbin, Fisher, Falcon and Bellamy. It was a copyright nightmare, the legal fees of which could send many companies into bankruptcy. But not only were people posting copyrighted videos to the service, but studios now had to compete with free porn available to anyone charging $60 per video seemed absurd."
"James Somerton","01:17:34:08","01:17:52:17","In a world where people could find high quality pornographic videos for free with the click of a mouse. Shawn Cody Rt.com became particularly litigious, suing not only people who uploaded their videos to sites like Pornhub, but also attempting to sue anyone who watched them. Pornhub tried to gain some goodwill from the industry by taking action and removing copyrighted content."
"James Somerton","01:17:53:05","01:18:14:02","But industry professionals didn't care. Pornhub was breaking the business model that had been place since the days of mail order loops. If you wanted to watch porn, you paid for it. Some studios suggested Pornhub allow people to upload their amateur videos, but to require a paid subscription to watch them. The question then became Was it legal for Pornhub to make money from amateur content?"
"James Somerton","01:18:14:15","01:18:34:20","If not, how would they pay the uploaders? How Could they be sure people were uploading original content and not simply ripping amateur looking videos from other sites and uploading them as their own? Their headache came to an end in 2010 when Pornhub was purchased by man woman, now known as Mindgeek, a Canadian tech company that had spent the last few years buying up adult websites across the net."
"James Somerton","01:18:35:01","01:18:58:21","The Montreal based company specialized in online advertising and was optimizing their streaming video sites to feature ads for adult products and any company secure enough to have their brand associated with porn. Traditional studios. Falcon began buying ads based on Mindgeek owned websites, creating an uneasy partnership between enemies. But things were about to get a lot more uneasy. Over the next decade Mindgeek would become a monolith in the porn world."
"James Somerton","01:18:59:02","01:19:25:03","As of 2020, they owned Pornhub. Porn M.D. read to you porn browsers, Digital Playground, MSNBC.com, Sean Cody and countless other formerly independent porn producers and providers. They even own a stake in Playboy. Vertically integrating their streaming and production businesses by advertising professional productions from MEDCOM, Cody and browsers on amateur videos on their tube sites, eventually uploading entire videos from their production arm to act as a tease for everything available behind the paywall."
"James Somerton","01:19:25:16","01:19:47:05","Many the industry today, both in the straight and gay worlds, accuse Mindgeek of holding a monopoly over the industry, while others claim Mindgeek simply saw the future coming and prepared for it before anyone else. Today, Mindgeek is the third top consumer of Internet bandwidth in the entire world, behind only Google and Facebook with 115 million daily users, they dwarf YouTube's average of 30 million daily users."
"James Somerton","01:19:47:14","01:20:06:21","It's also estimated that Mindgeek has the world's third largest pool of monetized user data, with only Facebook and Amazon beating them out with offices in Montreal, Dublin, London, Hamburg, Bucharest, L.A., Miami and San Diego. They are by far the most far reaching porn provider and producer on earth. They've swallowed up many of their competitors though you wouldn't know it."
"James Somerton","01:20:07:18","01:20:33:13","They bite studios with nary a press release and keep them running, advertising their content on their tube sites and paying themselves for the ad space. As Mindgeek buys up production companies, their websites monthly membership costs drop. Since Mindgeek makes most of its revenue from advertising and big data, which puts pressure other producers to lower their own monthly membership fees, a trend that has led many companies to slash how much performers are paid in order to remain profitable."
"James Somerton","01:20:33:22","01:20:58:07","This has all but killed decades old studio system in the porn world in which a performer will sign an exclusivity contract with a studio. Those contracts are now exceedingly rare, except with studios owned by Mindgeek. To make up for the lost income, many performers have turned to independent production and distribution with websites like only fans just for fans and even Patreon popping up to allow individual models to charge a monthly fee for self-produced content."
"James Somerton","01:20:58:22","01:21:19:20","Another nail in the coffin of independent studios. Mindgeek doesn't mind though, since most of the performers will upload preview videos to Pornhub accounts to help advertise their only fans pages. And even though Mindgeek owns much of the porn world at this point, it's very likely you've never heard of them. They stay under radar on purpose and their own website is so vague you wouldn't take them for anything but another generic tech firm."
"James Somerton","01:21:20:07","01:21:40:14","Even their headquarters, situated not far from downtown Montreal, is almost camouflage, made entirely of reflective glass. It blends in almost seamlessly with the sky above. Mindgeek secret monopoly has changed the world of porn for good. Studios now run on a quantity over quality basis, constantly fighting to make sure they have enough content to keep subscribers happy and paying."
"James Somerton","01:21:41:00","01:22:11:07","Unlike the mainstream film industry's disastrous response to Netflix, porn studios have adapted quickly. Helix Studios, for instance, has become well known for producing videos that are closer in quality to high end independent films than the overly lit multi-camera soap opera looking videos from Shaun, Cody and MEDCOM. And They're Not Alone. Cocky Boys is another studio aiming for a more cinematic quality to their porn, harkening back to the days of when pornographers looked at adult movies as sexy films with a lot of sex instead of just sex."
"James Somerton","01:22:24:06","01:22:46:19","It's interesting to see porn evolve in recent years as companies fight to distinguish themselves from mine geeks, Monolith fans of the videos are seeing nothing but benefits for people who want high quality erotic films. Helix and Cocky Boys have got you covered. For people who want just the Sex Mind geeks, collection of studios like Shawn Cody are there to provide for those who want more real of the moment porn."
"James Somerton","01:22:46:20","01:23:12:23","There are thousands of onlyfans ready for your monthly subscription. Gay porn has changed a lot over the last 70 years from the photos of Bob Mizer to the films of Tom to Simon and Wakefield, to the creation of studios like Falcon and Catalina through the AIDS crisis and thousands of lost lives. The creation of the Internet, unprecedented growth, violent murder, the rise of a monopoly, and now the democratization of the industry."
"James Somerton","01:23:13:16","01:23:36:04","Gay porn helped to create the home video market, helped push VHS a win over Betamax, and develop the very technology being used to stream this video today. The story of gay porn in the 20th and 21st century is a lot like that of gay people hidden in the closet. Like so many Bob Mizer photos sparking a revolution to be acknowledged fighting through a plague."
"James Somerton","01:23:36:04","01:24:10:06","No one wanted to see us get. And finally, now to some kind of acceptance in the mainstream. Though many would be loathe to admit it, gay porn has helped to shape what it to be gay. It was a rare look at gay sexuality when we were nothing but villains and jokes and Hollywood films, a place to feel accepted when straight couples lined around the block to the Boys in the sand, a fantasy refuge from the AIDS crisis when being gay could be a viral death sentence, a digital space to feel accepted in when the Bush administration fought to enshrine gay discrimination into the Constitution."
"James Somerton","01:24:10:13","01:24:34:11","A place to see ourselves as desirable. When people call us freaks, it says something about. Our society that porn was at its most popular, its most mainstream 50 years ago, with the boys in the sand and Deep Throat being bigger hits than anything Hollywood put out. What happened? Why did porn go back in the closet? The conservative tsunami that hit North America in the 1980s certainly did its part."
"James Somerton","01:24:35:00","01:24:54:10","But have we not progressed since then? Gay men and women fought and won the right to get married and serve in the military. Two of the most conservative institutions on Earth. And yet many gay men won't admit that they watch porn. In a 2019 poll, 66% of gay men said they were embarrassed to talk about porn with friends."
"James Somerton","01:24:54:19","01:25:10:22","They were afraid would think they were perverts. While 50 years ago we stood in line to see porn in a movie theater. Porn isn't about to have a theater resurgence, not when Hollywood itself is going more and more digital. But I believe we need to open our minds and stop being ashamed of who we are and what we watch."
"James Somerton","01:25:11:14","01:25:32:20","We fought for decades to not have to hide in the closet, and yet we keep our porn hidden. We fought to not be ashamed to our families, to not be shamed by the population at large for loving who we love. And here we are, two decades into the new millennium. We can get married. Serve in the military. Run giant corporations."
"James Somerton","01:25:33:14","01:25:45:05","Run for president. And yet we're still ashamed. Not ashamed of being gay, but ashamed of gay sex. I think it's time we stop being ashamed."
